"businessName","inspectionId","license","facilityType","risk","inspectionDate","inspectionType","pastFail","timeSinceLast","licenseStartDate","expirationDate","address","city","state","zipCode","ward","precinct","policeDistrict","licenseDescription","location","ageAtInspection","consumptionOnPremises","tobaccoRetail","limitedLicense","packageGoods","outdoorPatio","placeOfAmusement","tavern","retailFoodEstablishment","catersLiquorLicense","fillingStation","addressCount","wardCount","districtCount","foodType","burglary","sanitation","garbage","rodents","pastResponse","response"
"WALGREENS # 047807","577753","1243984","Grocery Store","Risk 3 (Low)",2011-12-16,"Canvass",0,2,2010-05-16,2012-05-15,"3920 W 79TH ST","CHICAGO","IL","60652","18","w_18_p_62","8","Retail Food Establishment","(41.749690235776804, -87.72123626641549)",4.58915525114155,0,1,1,0,0,0,0,0,0,0,1,1,1,"mart",5.42999119918814,5.37632811330979,16.8155186411188,12.877765978634,0,0
"THE PURPLE OTTER","517626","12378","Restaurant","Risk 1 (High)",2011-11-21,"Canvass",0,1.4,2011-04-16,2013-04-15,"2706 N ASHLAND AVE","CHICAGO","IL","60614","32","w_32_p_27","19","Retail Food Establishment","(41.93090315674629, -87.6684944832103)",4.52066210045662,0,0,0,0,0,0,1,0,0,0,1,1,1,"unknown",25.8358691860862,44.5632791579954,20.5050168572833,44.3006957291506,0,1
"GELATINAS CRIS","1227449","2129494","Restaurant","Risk 1 (High)",2012-07-17,"Canvass",0,0.613698630136986,2011-12-07,2013-12-15,"6532 S PULASKI RD","CHICAGO","IL","60629","13","w_13_p_50","8","Retail Food Establishment","(41.77400131892014, -87.7227884585868)",0.610844748858447,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",13.4181660263142,13.4542959580595,25.2911468500697,43.4970259758407,0,0
"D'S BEEF & FRIED RICE","547774","18299","Restaurant","Risk 1 (High)",2011-10-26,"Canvass",0,0.93972602739726,2011-05-16,2013-05-15,"5451 W MADISON ST","CHICAGO","IL","60644","29","w_29_p_16","15","Retail Food Establishment","(41.8801754595254, -87.76196223963693)",4.44931506849315,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",55.5011578066933,21.8418457121856,37.5125679736965,23.9007529247718,0,1
"SUPERMERCADO CARDENAS","1098538","1596877","Grocery Store","Risk 1 (High)",2012-08-22,"Canvass",0,1.38356164383562,2010-12-16,2012-12-15,"3440 W MONTROSE AVE","CHICAGO","IL","60618","33","w_33_p_31","17","Retail Food Establishment","(41.961217616021884, -87.71482086236585)",5.51769406392694,0,1,1,0,0,0,0,0,0,0,1,1,1,"grocery",34.686405236971,56.5877283167673,12.1262435421982,24.024169243834,1,1
"R.  MCCARTY ENTERPRISES, INC.","1150434","25275","Restaurant","Risk 1 (High)",2012-06-05,"Canvass",0,0.550684931506849,2011-07-16,2013-07-15,"1312 W 111TH ST","CHICAGO","IL","60643","34","w_34_p_45","22","Retail Food Establishment","(41.69231345176162, -87.65511685782528)",4.80821917808219,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",19.954971595267,19.5995245880639,15.5989820306711,3.99260802187858,1,0
"APOLLO'S 2000","1279378","12125","Restaurant","Risk 1 (High)",2013-01-30,"Canvass",0,1.56986301369863,2012-08-16,2014-08-15,"2875 W CERMAK RD  1","CHICAGO","IL","60623","12","w_12_p_7","10","Retail Food Establishment","(41.85174848380867, -87.69858330280414)",5.46312785388128,1,1,0,0,0,1,0,0,0,0,1,1,1,"unknown",32.8588884740923,21.1499838671577,41.6578355934467,8.97066659783592,0,0
"CENACLE RETIREMENT","1198659","1276889","Restaurant","Risk 1 (High)",2013-01-15,"Canvass",0,0.854794520547945,2011-04-16,2013-04-15,"513 W FULLERTON PKWY 1ST","CHICAGO","IL","60614","43","w_43_p_20","18","Retail Food Establishment","(41.925452433319336, -87.6419562075969)",5.67408675799087,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",65.5568782788278,38.5687358869399,10.2769511618076,101.454191310646,1,0
"MELT","1230083","2114948","Other","Risk 2 (Medium)",2012-07-13,"Canvass",0,0.76986301369863,2011-10-11,2013-10-15,"1840 N DAMEN AVE 1ST","CHICAGO","IL","60647","32","w_32_p_4","14","Retail Food Establishment","(41.91500000589264, -87.67770692827398)",0.756164383561644,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",30.3540037209705,31.4662339191505,8.82301072549535,41.9596890373957,1,1
"WEST LAWN FOODS","1360309","1591726","Grocery Store","Risk 1 (High)",2013-08-16,"Canvass",0,1.24657534246575,2011-10-16,2013-10-15,"5838 S PULASKI RD","CHICAGO","IL","60629","13","w_13_p_21","8","Retail Food Establishment","(41.786608409502335, -87.72313002889523)",5.7533105022831,0,0,0,0,0,0,0,0,0,0,1,1,1,"mart",35.7077525962125,15.1308808305296,36.353295116099,31.2635970957995,0,0
"THREE ACES RESTAURANT","565520","2037188","Restaurant","Risk 1 (High)",2011-09-22,"Canvass",0,0.980821917808219,2010-10-01,2012-10-15,"1321-1323 W TAYLOR ST","CHICAGO","IL","60607","2","w_2_p_25","12","Retail Food Establishment","(41.86925517406011, -87.6600617423072)",0.975342465753425,1,0,0,0,1,0,0,0,0,0,1,1,1,"dinner",47.5355054778242,20.7729005291605,1.7964923512517,12.17365043469,1,0
"THE BAGEL INC","1198476","29989","Restaurant","Risk 1 (High)",2012-10-04,"Canvass",0,2,2011-02-16,2013-02-15,"3107 N BROADWAY  # 1ST","CHICAGO","IL","60657","44","w_44_p_17","19","Retail Food Establishment","(41.93799979314034, -87.64418473186258)",5.63550228310502,0,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",68.3796742832342,37.5139674986601,13.0958425689589,70.8875165415793,1,1
"LA BOULANGERIE","1322489","2189372","Restaurant","Risk 2 (Medium)",2013-05-09,"Canvass",0,0.602739726027397,2012-10-05,2014-10-15,"915 W BELMONT AVE 1ST C","CHICAGO","IL","60657","44","w_44_p_20","19","Retail Food Establishment","(41.93983039675337, -87.65217131472627)",0.591780821917808,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",22.4289702413233,44.4717260800658,7.47049380200739,85.6595438081127,0,1
"YELLOW ROSE CAFE INC","1301159","50484","Restaurant","Risk 1 (High)",2013-01-07,"Canvass",0,0.493150684931507,2012-11-16,2014-11-15,"5640 N ELSTON AVE","CHICAGO","IL","60646","45","w_45_p_30","16","Retail Food Establishment","(41.98376846724376, -87.7661756872335)",5.14794520547945,0,0,0,0,0,0,0,0,0,0,1,1,1,"breakfast",11.3473837434091,4.40327759342044,38.2509347259305,0.115995234495339,0,1
"THE ART OF PIZZA INC","1184478","20873","Restaurant","Risk 1 (High)",2012-07-26,"Canvass",0,1.41369863013699,2011-02-16,2013-02-15,"3033 N ASHLAND AVE","CHICAGO","IL","60657","32","w_32_p_10","19","Retail Food Establishment","(41.9370063630277, -87.6684186143436)",5.44372146118721,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",43.4269894877184,33.779067306791,20.1747548490011,43.5459343314726,1,0
"BOBAK SAUSAGE COMPANY","1214377","23290","Grocery Store","Risk 1 (High)",2012-04-25,"Canvass",0,1.05753424657534,2011-06-16,2013-06-15,"5275 S ARCHER AVE","CHICAGO","IL","60632","23","w_23_p_41","8","Retail Food Establishment","(41.79928776070369, -87.73837902368739)",4.6958904109589,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",32.4159782459781,0.83426380741633,11.6515634727115,10.9655538142864,0,1
"SABOR A CUBA","614702","1145080","Restaurant","Risk 1 (High)",2012-01-18,"Canvass",0,2,2011-07-16,2013-07-15,"1833 W WILSON AVE","CHICAGO","IL","60640","47","w_47_p_36","19","Retail Food Establishment","(41.96503039287329, -87.67603135050489)",4.42751141552511,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",5.51503367649696,25.0264689060917,15.9903305693485,29.530226744593,0,0
"DELISH DINER","1214491","2042823","Restaurant","Risk 1 (High)",2012-03-13,"Canvass",0,0.816438356164384,2011-06-01,2013-06-15,"2018 W DIVISION ST 1ST","CHICAGO","IL","60622","1","w_1_p_17","14","Retail Food Establishment","(41.903286312962365, -87.67806566923049)",0.783561643835617,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",45.1193348331353,42.2481888613816,6.5053111261319,46.6396485477871,0,0
"S&S DELI","1098325","2021011","Grocery Store","Risk 2 (Medium)",2012-05-16,"Canvass",0,2,2010-12-16,2012-12-15,"3290 N ELSTON AVE 1","CHICAGO","IL","60618","33","w_33_p_2","17","Retail Food Establishment","(41.941157263597, -87.70110537875657)",2.16438356164384,0,1,0,0,0,0,0,0,0,0,1,1,1,"grocery",15.3266875805126,15.2506072734284,5.40487700852998,20.6281916617126,0,1
"PANDA EXPRESS #1878","1321482","2059545","Restaurant","Risk 1 (High)",2013-01-22,"Canvass",0,0.501369863013699,2012-03-16,2014-03-15,"520 N MICHIGAN AVE  427","CHICAGO","IL","60611","42","w_42_p_48","18","Retail Food Establishment","(41.89168851736832, -87.62430717812579)",2.1972602739726,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",26.968257795145,15.4734381947463,9.00760007700059e-05,13.0687691687135,0,0
"VILLA ROSA PIZZA ON ARCHER","1305250","2136944","Restaurant","Risk 1 (High)",2013-04-05,"Canvass",0,1.20547945205479,2012-01-24,2014-02-15,"5786 S ARCHER AVE 1ST","CHICAGO","IL","60638","23","w_23_p_48","8","Retail Food Establishment","(41.7965179465511, -87.75791779651013)",1.19714611872146,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",10.4867463444456,2.67702061839266,7.09944580837603,1.16810443268857,0,0
"SANDY'S BAKERY & DELI INC","1335920","1442912","Other","Risk 1 (High)",2013-06-05,"Canvass",0,0.495890410958904,2011-12-16,2013-12-15,"5857 W LAWRENCE AVE","CHICAGO","IL","60630","45","w_45_p_45","16","Retail Food Establishment","(41.967578162072144, -87.77472139648694)",6.30399543378995,0,0,0,0,0,0,0,0,0,0,1,1,1,"grocery",26.7153037429721,5.25847134922327,15.5998846891513,6.09031345250367,0,1
"EMPEROR WOK","1322357","1874409","Restaurant","Risk 1 (High)",2013-02-07,"Canvass",0,0.923287671232877,2011-04-16,2013-04-15,"2910 N ASHLAND AVE 1","CHICAGO","IL","60657","32","w_32_p_30","19","Retail Food Establishment","(41.93456195335931, -87.66862107234444)",5.15890410958904,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",22.6022639328609,35.8407957608131,21.4342994991654,107.646544744228,1,0
"Cubs Bar & Grill","1300216","1621425","Restaurant","Risk 1 (High)",2012-10-30,"Canvass",0,0.63013698630137,2012-01-16,2014-01-15,"11601 W TOUHY AVE T-3 RND B","CHICAGO","IL","60666","41","w_41_p_27","16","Retail Food Establishment","(42.008536400868735, -87.91442843927047)",5.70673515981735,1,0,0,0,0,0,0,0,0,0,1,1,1,"bar",1.05503734331684e-41,1.61107151923976e-199,1.59763425919934e-238,1.55291196269846e-226,0,1
"ROSATI'S PIZZA","604466","82604","Restaurant","Risk 1 (High)",2011-10-13,"Canvass",0,0.750684931506849,2010-03-16,2012-03-15,"5544 N MILWAUKEE AVE 1ST","CHICAGO","IL","60630","45","w_45_p_11","16","Retail Food Establishment","(41.98258310472735, -87.77422708745797)",4.6574200913242,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",8.49198881942921,22.4580996618264,22.0685113099194,0.519365358259857,0,0
"SUBWAY","679456","1543051","Restaurant","Risk 1 (High)",2012-03-09,"Canvass",0,0.273972602739726,2010-05-16,2012-05-15,"1501 W MADISON ST","CHICAGO","IL","60607","2","w_2_p_60","12","Retail Food Establishment","(41.88137665387491, -87.66449648697821)",4.81929223744292,0,0,0,0,0,0,0,0,0,0,5,5,5,"sandwich",4.29994961626445,9.0771615306601,0.998387242774069,3.55266980610391,0,0
"MASALA","1196322","2068813","Restaurant","Risk 1 (High)",2012-05-16,"Canvass",0,0.394520547945205,2010-12-01,2012-12-15,"1002 W ARGYLE ST 1ST","CHICAGO","IL","60640","46","w_46_p_40","20","Retail Food Establishment","(41.97342006256912, -87.65508564145216)",1.4574200913242,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",32.0406008595853,34.0597141002255,0.205590735226449,29.6627859345216,1,0
"PEPE'S MEXICAN RESTAURANT","1322144","12141","Restaurant","Risk 1 (High)",2013-03-06,"Canvass",0,0.731506849315068,2012-01-16,2014-01-15,"4820 S CICERO AVE","CHICAGO","IL","60638","23","w_23_p_51","8","Retail Food Establishment","(41.805139326234766, -87.7432424761978)",6.05479452054795,1,0,0,0,0,0,0,0,0,0,5,4,3,"dinner",22.5990204047473,5.06919859850951,10.069756669094,103.042835972154,0,0
"CRUST EAT REAL","608318","87098","Restaurant","Risk 1 (High)",2011-12-08,"Canvass",0,0.997260273972603,2010-11-16,2012-11-15,"2056-2058 W DIVISION ST 1ST","CHICAGO","IL","60622","1","w_1_p_17","14","Retail Food Establishment","(41.90325968399115, -87.67950513087908)",4.06301369863014,1,0,0,0,1,0,0,0,0,0,1,1,1,"unknown",58.543829805074,21.6094028841312,13.1126376847986,21.1736760113382,0,0
"BILLY GOAT TAVERN","1345215","20151","Restaurant","Risk 1 (High)",2013-04-18,"Canvass",0,0.389041095890411,2012-09-16,2014-09-15,"330 S WELLS ST","CHICAGO","IL","60606","2","w_2_p_49","1","Retail Food Establishment","(41.87736776237396, -87.63385356749127)",5.42454337899543,1,0,0,0,0,0,0,0,0,0,1,1,1,"bar",14.9294969248594,32.8891978756941,5.44639978350716,9.94479868249262,0,0
"FATHER & SON PIZZERIA LTD","1285781","23515","Restaurant","Risk 1 (High)",2012-10-10,"Canvass",0,0.994520547945206,2011-11-16,2013-11-15,"2475 N MILWAUKEE AVE","CHICAGO","IL","60647","35","w_35_p_30","14","Retail Food Establishment","(41.926342437653226, -87.70272439370295)",4.90399543378995,1,0,0,0,0,0,0,0,0,0,1,1,1,"italian",44.0087393242188,20.7073522746952,18.1498565695839,110.856663882714,1,0
"JIMENEZ  RESTAURANT, INC.","679844","1573479","Restaurant","Risk 1 (High)",2012-04-12,"Canvass",0,0.786301369863014,2011-01-16,2013-01-15,"5716 W DIVERSEY AVE","CHICAGO","IL","60639","30","w_30_p_28","25","Retail Food Establishment","(41.931342018106, -87.76946867561927)",5.1560502283105,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",14.3583248813254,11.3977732238035,38.1333412592069,15.9757959466812,1,0
"ARAMARK NUVEEN INVESTMENTS CAFE","1345337","1904569","Restaurant","Risk 1 (High)",2013-06-20,"Canvass",0,1.88493150684932,2013-03-16,2015-03-15,"333 W WACKER DR 36TH","CHICAGO","IL","60606","42","w_42_p_9","1","Retail Food Establishment","(41.886025412541144, -87.63629770323044)",5.00821917808219,0,0,0,0,0,0,0,0,0,0,1,1,1,"cater",52.2159663170075,14.3732209232153,1.1165743962177,8.27053010262587,1,0
"HAROLD'S CHICKEN SHACK","1072503","7573","Restaurant","Risk 2 (Medium)",2013-08-20,"Canvass",0,2,2012-03-16,2014-03-15,"9151 S ASHLAND AVE 1ST","CHICAGO","IL","60620","21","w_21_p_14","22","Retail Food Establishment","(41.72698502771183, -87.6626670147014)",6.26849315068493,0,0,0,0,0,0,0,0,0,0,5,5,4,"dinner",15.0108985821409,30.9963767112109,28.7740939971446,21.9608345618175,1,1
"UPTOWN PIZZA & BQ","1235724","3866","Restaurant","Risk 1 (High)",2013-04-08,"Canvass",0,1.13698630136986,2011-07-16,2013-07-15,"1031 W WILSON AVE 1ST","CHICAGO","IL","60640","46","w_46_p_38","19","Retail Food Establishment","(41.96530660268448, -87.65611796936844)",5.64931506849315,0,0,0,0,0,0,0,0,0,0,1,1,1,"italian",15.5324368374241,19.4534795082501,11.2725577519398,61.9974446872365,0,0
"RAY HARRINGTON CATERING COMPANY","1321630","1914850","Restaurant","Risk 1 (High)",2013-01-30,"Canvass",0,0.726027397260274,2011-10-16,2013-10-15,"5685 N MILWAUKEE AVE 1ST","CHICAGO","IL","60646","45","w_45_p_9","16","Retail Food Establishment","(41.985048352622336, -87.77612157068242)",4.37545662100457,0,0,0,0,0,0,0,0,0,0,1,1,1,"cater",10.0500591284029,21.7970726592267,31.3604374241623,0.0601432121879339,0,0
"NORTHSHORE INDUSTRIAL VENDING","1184492","22135","Restaurant","Risk 1 (High)",2012-08-02,"Canvass",0,0.750684931506849,2011-05-16,2013-05-15,"565 W ADAMS ST","CHICAGO","IL","60661","2","w_2_p_12","1","Retail Food Establishment","(41.87916454484426, -87.64223908958391)",5.21917808219178,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",21.7193410044784,2.71845358997182,0.0795116462540689,54.3174118156401,1,1
"INKAS RESTAURANT, CORPORATION","1166344","2202600","Restaurant","Risk 1 (High)",2013-06-28,"Canvass",0,0.545205479452055,2012-12-20,2014-12-15,"2917 N CICERO AVE","CHICAGO","IL","60641","31","w_31_p_6","25","Retail Food Establishment","(41.93387296117733, -87.74653841434737)",0.520433789954338,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",10.8183423098507,23.4606519128237,25.3564218217698,29.6943326138415,0,0
"Slim's","1098516","2064928","Restaurant","Risk 2 (Medium)",2012-08-15,"Canvass",0,1.7041095890411,2010-12-03,2012-12-15,"2020 W MONTROSE AVE 1","CHICAGO","IL","60618","47","w_47_p_45","19","Retail Food Establishment","(41.96155579127668, -87.67986227331792)",1.70125570776256,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",34.0178207150913,15.0743736399683,22.0458248124673,89.8323565228514,1,1
"El Gran Burrito Express","1279370","1979829","Restaurant","Risk 1 (High)",2013-01-23,"Canvass",0,0.673972602739726,2012-08-16,2014-08-15,"1207 S PULASKI RD 1ST FLOOR","CHICAGO","IL","60623","24","w_24_p_28","10","Retail Food Establishment","(41.86590627319761, -87.72500866513681)",3.40011415525114,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",26.2795710266783,21.7801171010752,68.6753517301635,38.5680582630487,0,0
"CAPTAIN HOOKS OF DAN RYAN","1072487","2192934","Restaurant","Risk 2 (Medium)",2013-08-13,"Canvass",0,0.808219178082192,2012-10-23,2014-11-15,"205 W 87TH ST 1ST 205-A","CHICAGO","IL","60620","21","w_21_p_53","6","Retail Food Establishment","(41.73603017519755, -87.6290945085756)",0.805479452054794,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",10.6090709940044,4.98499763331714,6.43761005385082,0.310008392472251,1,1
"MR. GYROS INC","1139012","1619550","Restaurant","Risk 1 (High)",2013-06-20,"Canvass",0,1.51232876712329,2012-02-16,2014-02-15,"107 W DIVISION ST","CHICAGO","IL","60610","42","w_42_p_26","18","Retail Food Establishment","(41.90378484203853, -87.63179996351542)",6.34509132420091,0,0,0,0,0,0,0,0,0,0,1,1,1,"dinner",42.0443875847924,30.9308753019547,12.9893594664621,35.6010423409508,1,0
"LOVELY: A BAKE SHOP","634941","1823207","Restaurant","Risk 2 (Medium)",2011-10-13,"Canvass",0,2,2010-11-16,2012-11-15,"1130 N MILWAUKEE AVE 1","CHICAGO","IL","60642","1","w_1_p_2","12","Retail Food Establishment","(41.902193107896, -87.66489390402961)",4.31506849315068,0,0,0,0,0,0,0,0,0,0,1,1,1,"unknown",22.0065867542721,41.0420484444373,16.2323100500397,32.6451832531022,0,0
"P.F. CHANG CHINA BISTRO","569630","80266","Restaurant","Risk 1 (High)",2011-10-14,"Canvass",0,1.11232876712329,2011-03-16,2013-03-15,"530 N WABASH AVE  LEG. DPT","CHICAGO","IL","60611","42","w_42_p_22","18","Retail Food Establishment","(41.891724723864655, -87.62686659874761)",4.41643835616438,1,0,0,0,0,0,0,0,0,0,1,1,1,"asian",5.19152069466894,12.1715198314519,0.162038891465971,11.6604919642241,1,1
"THAI AREE HOUSE","1335966","37881","Restaurant","Risk 1 (High)",2013-06-07,"Canvass",0,0.00547945205479452,2011-08-16,2013-08-15,"3592 N MILWAUKEE AVE 1ST","CHICAGO","IL","60641","30","w_30_p_13","17","Retail Food Establishment","(41.94602897693361, -87.73546639404336)",5.81369863013699,0,0,0,0,0,0,0,0,0,0,1,1,1,"asian",9.18025607144459,6.46721418224932,9.97483042484375,31.5436257313094,0,0
